second,scheduled_qps,sent,ok,dropped,timeouts,avg_latency_ms,p50_latency_ms,p99_latency_ms,throughput_rps,replicas,cpu_cores
411,34,34,34,0,0,190.02,120.20,493.49,34,8.0,8.0000
412,33,33,33,0,0,200.30,144.30,472.89,33,8.0,8.0000
413,35,35,35,0,0,208.15,144.39,537.05,35,8.0,8.0000
414,34,34,34,0,0,222.98,168.92,708.19,34,8.0,8.0000
415,31,31,31,0,0,184.64,119.24,480.32,31,8.0,8.0000
416,33,33,33,0,0,186.77,126.17,455.99,33,8.0,8.0000
417,33,33,33,0,0,192.46,129.59,475.75,33,8.0,8.0000
418,29,29,29,0,0,170.69,112.24,424.21,29,8.0,8.0000
419,25,25,25,0,0,146.19,111.24,417.54,25,8.0,8.0000
420,27,27,27,0,0,166.97,110.49,447.11,27,8.0,8.0000
421,28,28,28,0,0,159.24,99.76,484.73,28,8.0,8.0000
422,28,28,28,0,0,173.91,119.79,423.93,28,8.0,8.0000
423,25,25,25,0,0,169.65,113.67,397.58,25,8.0,8.0000
424,26,26,26,0,0,172.85,123.92,420.81,26,8.0,8.0000
425,30,30,30,0,0,182.92,123.20,421.94,30,8.0,8.0000
426,28,28,28,0,0,181.62,118.91,464.09,28,8.0,8.0000
427,28,28,28,0,0,178.41,145.78,545.23,28,8.0,8.0000
428,32,32,32,0,0,187.87,113.68,469.82,32,8.0,8.0000
429,29,29,29,0,0,186.53,111.65,441.08,29,8.0,8.0000
430,28,28,28,0,0,167.01,107.40,389.32,28,8.0,8.0000
431,24,24,24,0,0,152.01,112.59,471.41,24,8.0,8.0000
432,27,27,27,0,0,168.00,108.07,393.73,27,8.0,8.0000
433,22,22,22,0,0,158.54,115.39,441.29,22,8.0,8.0000
434,24,24,24,0,0,161.56,115.82,420.08,24,8.0,8.0000
435,27,27,27,0,0,182.99,115.96,469.14,27,8.0,8.0000
436,20,20,20,0,0,158.89,126.19,359.95,20,8.0,8.0000
437,18,18,18,0,0,108.56,93.27,195.94,18,8.0,8.0000
438,20,20,20,0,0,106.58,94.49,225.00,20,8.0,8.0000
439,21,21,21,0,0,127.13,113.33,237.07,21,8.0,8.0000
440,17,17,17,0,0,91.03,93.52,136.74,17,8.0,8.0000
441,20,20,20,0,0,129.92,110.92,294.75,20,8.0,8.0000
442,19,19,19,0,0,104.95,103.15,194.34,19,8.0,8.0000
443,19,19,19,0,0,112.01,115.42,196.49,19,8.0,8.0000
444,19,19,19,0,0,108.17,94.32,188.24,19,8.0,8.0000
445,17,17,17,0,0,96.77,101.32,122.11,17,8.0,8.0000
446,20,20,20,0,0,125.62,113.16,220.44,20,8.0,8.0000
447,18,18,18,0,0,115.46,108.60,168.46,18,8.0,8.0000
448,18,18,18,0,0,113.93,108.24,157.55,18,8.0,8.0000
449,20,20,20,0,0,149.20,117.86,373.10,20,8.0,8.0000
450,19,19,19,0,0,108.61,110.47,200.75,19,8.0,8.0000
451,18,18,18,0,0,99.12,96.68,164.68,18,8.0,8.0000
452,20,20,20,0,0,112.94,110.97,180.01,20,8.0,8.0000
453,22,22,22,0,0,160.95,114.27,391.86,22,8.0,8.0000
454,16,16,16,0,0,105.37,101.70,181.67,16,8.0,8.0000
455,19,19,19,0,0,119.96,115.03,195.13,19,8.0,8.0000
456,16,16,16,0,0,99.33,103.26,133.00,16,8.0,8.0000
457,14,14,14,0,0,92.64,95.04,124.66,14,8.0,8.0000
458,13,13,13,0,0,100.36,107.41,155.82,13,8.0,8.0000
459,15,15,15,0,0,92.88,95.65,113.58,15,8.0,8.0000
460,12,12,12,0,0,87.40,99.53,109.68,12,8.0,8.0000
461,18,18,18,0,0,102.02,101.92,153.77,18,8.0,8.0000
462,19,19,19,0,0,102.61,98.52,189.92,19,8.0,8.0000
463,20,20,20,0,0,103.77,90.34,207.55,20,8.0,8.0000
464,21,21,21,0,0,134.29,110.10,268.97,21,8.0,8.0000
465,19,19,19,0,0,110.70,104.23,192.68,19,8.0,8.0000
466,18,18,18,0,0,102.70,99.17,148.49,18,8.0,8.0000
467,18,18,18,0,0,122.49,112.76,216.25,18,8.0,8.0000
468,18,18,18,0,0,100.14,100.56,178.87,18,8.0,8.0000
469,14,14,14,0,0,110.19,111.55,151.66,14,8.0,8.0000
470,16,16,16,0,0,101.40,94.66,159.76,16,8.0,8.0000
471,14,14,14,0,0,93.27,92.52,154.48,14,8.0,8.0000
472,15,15,15,0,0,99.28,97.50,148.63,15,8.0,8.0000
473,14,14,14,0,0,94.32,98.10,127.82,14,8.0,8.0000
474,12,12,12,0,0,90.93,96.22,114.44,12,8.0,8.0000
475,12,12,12,0,0,93.57,97.78,162.91,12,8.0,8.0000
476,13,13,13,0,0,100.66,102.70,117.24,13,8.0,8.0000
477,12,12,12,0,0,97.95,106.59,117.14,12,8.0,8.0000
478,12,12,12,0,0,106.21,96.32,159.78,12,8.0,8.0000
479,14,14,14,0,0,92.47,96.76,121.90,14,8.0,8.0000
480,13,13,13,0,0,96.22,105.12,163.85,13,8.0,8.0000
481,11,11,11,0,0,101.51,103.86,156.53,11,8.0,8.0000
482,11,11,11,0,0,91.04,94.71,121.99,11,8.0,8.0000
483,10,10,10,0,0,82.65,83.22,123.28,10,8.0,8.0000
484,7,7,7,0,0,103.41,105.87,164.30,7,8.0,8.0000
485,7,7,7,0,0,113.61,116.69,130.69,7,8.0,8.0000
486,11,11,11,0,0,103.14,106.25,141.41,11,8.0,8.0000
487,9,9,9,0,0,94.96,96.31,117.25,9,8.0,8.0000
488,9,9,9,0,0,97.08,96.83,119.54,9,8.0,8.0000
489,6,6,6,0,0,106.73,110.98,129.76,6,8.0,8.0000
490,7,7,7,0,0,102.04,111.17,124.81,7,8.0,8.0000
491,8,8,8,0,0,92.53,99.32,111.52,8,8.0,8.0000
492,8,8,8,0,0,92.11,97.41,128.02,8,8.0,8.0000
493,8,8,8,0,0,98.10,101.27,140.36,8,8.0,8.0000
494,8,8,8,0,0,103.37,117.36,139.89,8,8.0,8.0000
495,6,6,6,0,0,105.34,118.42,126.00,6,8.0,8.0000
496,8,8,8,0,0,131.48,121.29,169.47,8,8.0,8.0000
497,9,9,9,0,0,97.51,106.55,119.77,9,8.0,8.0000
498,7,7,7,0,0,109.10,110.60,124.88,7,8.0,8.0000
499,6,6,6,0,0,95.73,96.69,122.07,6,8.0,8.0000
500,7,7,7,0,0,114.49,110.57,170.18,7,8.0,8.0000
501,9,9,9,0,0,96.40,96.40,155.26,9,8.0,8.0000
502,9,9,9,0,0,99.05,105.91,119.65,9,8.0,8.0000
503,8,8,8,0,0,99.11,100.93,124.22,8,8.0,8.0000
504,8,8,8,0,0,97.44,98.15,121.49,8,8.0,8.0000
505,7,7,7,0,0,101.95,99.64,126.28,7,8.0,8.0000
506,11,11,11,0,0,93.82,94.45,117.33,11,8.0,8.0000
507,8,8,8,0,0,96.83,96.99,133.04,8,8.0,8.0000
508,7,7,7,0,0,100.00,101.03,129.10,7,8.0,8.0000
509,8,8,8,0,0,99.57,105.84,118.34,8,8.0,8.0000
510,6,6,6,0,0,99.77,112.31,121.88,6,8.0,8.0000
511,8,8,8,0,0,97.25,101.54,117.78,8,8.0,8.0000
512,7,7,7,0,0,104.12,109.60,169.53,7,8.0,8.0000
513,9,9,9,0,0,92.50,104.70,122.94,9,8.0,8.0000
514,9,9,9,0,0,98.95,109.06,123.75,9,8.0,8.0000
515,7,7,7,0,0,104.09,106.77,127.13,7,8.0,8.0000
516,7,7,7,0,0,112.35,117.11,164.89,7,8.0,8.0000
517,7,7,7,0,0,105.15,120.73,124.53,7,8.0,8.0000
518,7,7,7,0,0,103.51,114.06,128.40,7,8.0,8.0000
519,10,10,10,0,0,86.82,96.69,103.09,10,8.0,8.0000
520,6,6,6,0,0,103.35,122.68,127.46,6,8.0,8.0000
521,9,9,9,0,0,99.34,104.26,149.94,9,8.0,8.0000
522,7,7,7,0,0,92.70,84.94,122.50,7,8.0,8.0000
523,7,7,7,0,0,91.05,89.40,119.17,7,7.0,7.0000
524,7,7,7,0,0,90.32,84.38,122.98,7,7.0,7.0000
525,8,8,8,0,0,98.82,106.41,124.30,8,7.0,7.0000
526,9,9,9,0,0,93.04,96.55,118.74,9,7.0,7.0000
527,7,7,7,0,0,96.01,98.25,123.58,7,7.0,7.0000
528,10,10,10,0,0,83.44,74.49,120.31,10,7.0,7.0000
529,7,7,7,0,0,106.00,109.18,126.29,7,7.0,7.0000
530,6,6,6,0,0,107.00,112.33,143.71,6,7.0,7.0000
531,7,7,7,0,0,110.73,107.12,172.94,7,7.0,7.0000
532,7,7,7,0,0,97.71,90.79,125.23,7,7.0,7.0000
533,6,6,6,0,0,97.88,97.48,130.50,6,7.0,7.0000
534,6,6,6,0,0,117.38,119.33,125.52,6,7.0,7.0000
535,9,9,9,0,0,111.35,115.19,155.93,9,7.0,7.0000
536,8,8,8,0,0,110.93,116.54,160.53,8,7.0,7.0000
537,8,8,8,0,0,108.19,115.37,162.58,8,7.0,7.0000
538,6,6,6,0,0,110.39,111.90,143.34,6,7.0,7.0000
539,7,7,7,0,0,105.69,116.22,128.98,7,7.0,7.0000
540,10,10,10,0,0,92.71,92.04,108.27,10,7.0,7.0000
541,8,8,8,0,0,93.94,106.77,120.24,8,7.0,7.0000
542,10,10,10,0,0,75.46,85.16,88.78,10,7.0,7.0000
543,7,7,7,0,0,106.00,113.58,125.34,7,7.0,7.0000
544,7,7,7,0,0,105.90,114.64,125.97,7,7.0,7.0000
545,7,7,7,0,0,108.28,115.44,128.71,7,7.0,7.0000
546,9,9,9,0,0,88.18,89.76,115.22,9,7.0,7.0000
547,7,7,7,0,0,102.10,115.00,124.21,7,7.0,7.0000
548,8,8,8,0,0,100.26,107.24,138.37,8,7.0,7.0000
549,6,6,6,0,0,119.40,123.98,163.32,6,7.0,7.0000
550,5,5,5,0,0,102.19,82.71,135.40,5,7.0,7.0000
551,7,7,7,0,0,103.49,109.33,123.54,7,7.0,7.0000
552,7,7,7,0,0,107.18,115.12,127.03,7,7.0,7.0000
553,8,8,8,0,0,94.61,103.24,123.22,8,7.0,7.0000
554,7,7,7,0,0,93.88,91.91,128.91,7,7.0,7.0000
555,7,7,7,0,0,97.18,94.63,130.41,7,7.0,7.0000
556,8,8,8,0,0,109.45,119.89,121.99,8,7.0,7.0000
557,9,9,9,0,0,98.96,97.93,120.53,9,7.0,7.0000
558,5,5,5,0,0,92.31,75.25,132.75,5,7.0,7.0000
559,8,8,8,0,0,95.53,106.55,126.29,8,7.0,7.0000
560,8,8,8,0,0,96.24,101.27,160.93,8,7.0,7.0000
561,7,7,7,0,0,100.42,97.78,127.74,7,7.0,7.0000
562,8,8,8,0,0,101.65,113.35,119.97,8,7.0,7.0000
563,8,8,8,0,0,96.94,115.25,127.67,8,7.0,7.0000
564,9,9,9,0,0,92.21,101.45,124.37,9,7.0,7.0000
565,8,8,8,0,0,102.70,109.61,124.26,8,7.0,7.0000
566,9,9,9,0,0,87.73,92.22,111.68,9,7.0,7.0000
567,8,8,8,0,0,102.99,113.00,120.29,8,7.0,7.0000
568,9,9,9,0,0,102.52,114.20,119.88,9,7.0,7.0000
569,9,9,9,0,0,95.49,91.42,125.16,9,7.0,7.0000
570,8,8,8,0,0,99.41,108.02,121.29,8,7.0,7.0000
571,8,8,8,0,0,102.89,106.73,123.02,8,7.0,7.0000
572,8,8,8,0,0,100.49,109.44,129.10,8,7.0,7.0000
573,8,8,8,0,0,97.83,108.74,119.20,8,7.0,7.0000
574,8,8,8,0,0,101.21,102.71,118.54,8,7.0,7.0000
575,9,9,9,0,0,97.34,108.14,120.06,9,7.0,7.0000
576,7,7,7,0,0,112.02,114.56,129.52,7,7.0,7.0000
577,8,8,8,0,0,94.23,98.28,119.06,8,7.0,7.0000
578,9,9,9,0,0,92.94,87.23,125.07,9,7.0,7.0000
579,7,7,7,0,0,105.06,102.64,125.36,7,7.0,7.0000
580,7,7,7,0,0,111.10,116.90,168.68,7,7.0,7.0000
581,6,6,6,0,0,118.39,121.59,183.73,6,7.0,7.0000
582,6,6,6,0,0,100.75,106.42,125.42,6,7.0,7.0000
583,8,8,8,0,0,105.13,108.66,154.37,8,7.0,7.0000
584,10,10,10,0,0,81.81,74.96,163.82,10,7.0,7.0000
585,8,8,8,0,0,98.82,103.54,134.30,8,6.0,6.0000
586,8,8,8,0,0,105.99,105.67,153.98,8,6.0,6.0000
587,7,7,7,0,0,106.90,119.31,124.99,7,6.0,6.0000
588,7,7,7,0,0,91.88,97.86,125.02,7,6.0,6.0000
589,7,7,7,0,0,100.04,102.91,129.26,7,6.0,6.0000
590,10,10,10,0,0,91.08,116.28,150.05,10,6.0,6.0000
591,5,5,5,0,0,89.37,74.68,133.10,5,6.0,6.0000
592,8,8,8,0,0,92.39,96.91,140.67,8,6.0,6.0000
593,6,6,6,0,0,104.43,118.26,130.04,6,6.0,6.0000
594,6,6,6,0,0,100.20,114.44,121.19,6,6.0,6.0000
595,8,8,8,0,0,91.47,92.94,127.02,8,6.0,6.0000
596,7,7,7,0,0,95.43,99.36,123.35,7,6.0,6.0000
597,7,7,7,0,0,103.82,114.48,127.37,7,6.0,6.0000
598,8,8,8,0,0,89.98,111.38,126.88,8,6.0,6.0000
599,8,8,8,0,0,85.57,86.64,125.31,8,6.0,6.0000
600,9,9,9,0,0,85.95,71.63,118.38,9,6.0,6.0000
601,9,9,9,0,0,104.08,104.60,157.23,9,6.0,6.0000
602,7,7,7,0,0,104.65,105.34,176.11,7,6.0,6.0000
603,7,7,7,0,0,121.36,116.82,164.32,7,6.0,6.0000
604,8,8,8,0,0,99.90,106.29,120.28,8,6.0,6.0000
605,9,9,9,0,0,90.55,86.60,117.91,9,6.0,6.0000
606,9,9,9,0,0,100.57,102.17,123.65,9,6.0,6.0000
607,8,8,8,0,0,110.96,118.97,120.51,8,6.0,6.0000
608,10,10,10,0,0,87.36,83.26,160.87,10,6.0,6.0000
609,8,8,8,0,0,108.09,117.38,121.84,8,6.0,6.0000
610,8,8,8,0,0,105.91,115.81,121.02,8,6.0,6.0000
611,5,5,5,0,0,82.65,83.21,101.10,5,6.0,6.0000
612,10,10,10,0,0,85.84,78.05,158.46,10,6.0,6.0000
613,7,7,7,0,0,93.59,97.34,124.11,7,6.0,6.0000
614,9,9,9,0,0,101.56,94.51,157.46,9,6.0,6.0000
615,9,9,9,0,0,112.34,120.32,161.14,9,6.0,6.0000
616,7,7,7,0,0,94.63,92.83,131.06,7,6.0,6.0000
617,10,10,10,0,0,101.55,102.14,115.84,10,6.0,6.0000
618,7,7,7,0,0,107.25,109.86,162.81,7,6.0,6.0000
619,6,6,6,0,0,109.11,117.36,131.87,6,6.0,6.0000
620,8,8,8,0,0,100.07,106.43,130.89,8,6.0,6.0000
621,11,11,11,0,0,102.56,97.95,157.72,11,6.0,6.0000
622,8,8,8,0,0,93.47,110.04,125.38,8,6.0,6.0000
623,7,7,7,0,0,91.37,100.27,123.01,7,6.0,6.0000
624,8,8,8,0,0,96.28,103.32,121.88,8,6.0,6.0000
625,9,9,9,0,0,97.57,90.19,126.29,9,6.0,6.0000
626,6,6,6,0,0,105.04,114.57,174.35,6,6.0,6.0000
627,7,7,7,0,0,95.40,106.59,125.00,7,6.0,6.0000
628,7,7,7,0,0,101.13,108.72,121.65,7,6.0,6.0000
629,8,8,8,0,0,108.43,117.74,124.56,8,6.0,6.0000
