second,sent_at,latency_ms,status,status_code
12,1781549904.215,169.05,ok,200
12,1781549904.326,166.43,ok,200
12,1781549904.437,247.23,ok,200
12,1781549904.548,246.12,ok,200
12,1781549904.659,330.53,ok,200
12,1781549904.770,400.75,ok,200
12,1781549904.882,411.33,ok,200
12,1781549904.992,491.47,ok,200
13,1781549905.499,91.64,ok,200
13,1781549905.643,128.66,ok,200
13,1781549905.785,105.78,ok,200
13,1781549905.929,149.54,ok,200
13,1781549906.072,120.50,ok,200
13,1781549906.214,167.76,ok,200
13,1781549906.357,133.76,ok,200
14,1781549906.507,160.33,ok,200
14,1781549906.651,138.18,ok,200
14,1781549906.793,189.44,ok,200
14,1781549906.937,159.42,ok,200
14,1781549907.079,202.97,ok,200
14,1781549907.223,170.82,ok,200
14,1781549907.366,131.75,ok,200
15,1781549907.512,176.63,ok,200
15,1781549907.624,173.34,ok,200
15,1781549907.735,251.44,ok,200
15,1781549907.846,245.87,ok,200
15,1781549907.958,324.42,ok,200
15,1781549908.069,320.10,ok,200
15,1781549908.179,313.30,ok,200
15,1781549908.290,390.44,ok,200
15,1781549908.402,392.51,ok,200
16,1781549908.806,182.34,ok,200
16,1781549908.950,149.54,ok,200
16,1781549909.093,199.36,ok,200
16,1781549909.236,243.75,ok,200
16,1781549909.378,212.48,ok,200
16,1781549909.522,173.87,ok,200
16,1781549909.665,225.68,ok,200
17,1781549909.906,92.16,ok,200
17,1781549910.050,138.76,ok,200
17,1781549910.192,103.61,ok,200
17,1781549910.336,151.15,ok,200
17,1781549910.479,115.53,ok,200
17,1781549910.622,163.83,ok,200
17,1781549910.765,131.71,ok,200
18,1781549910.912,175.36,ok,200
18,1781549911.038,157.41,ok,200
18,1781549911.163,223.30,ok,200
18,1781549911.287,206.19,ok,200
18,1781549911.413,271.61,ok,200
18,1781549911.538,256.22,ok,200
18,1781549911.663,321.68,ok,200
18,1781549911.787,312.02,ok,200
19,1781549912.109,178.49,ok,200
19,1781549912.234,161.75,ok,200
19,1781549912.360,225.65,ok,200
19,1781549912.485,209.00,ok,200
19,1781549912.610,272.42,ok,200
19,1781549912.735,260.69,ok,200
19,1781549912.859,237.95,ok,200
19,1781549912.985,299.16,ok,200
20,1781549913.296,95.57,ok,200
20,1781549913.422,71.58,ok,200
20,1781549913.547,135.08,ok,200
20,1781549913.672,114.71,ok,200
20,1781549913.797,95.50,ok,200
20,1781549913.922,73.29,ok,200
20,1781549914.047,135.51,ok,200
20,1781549914.172,120.63,ok,200
21,1781549914.305,88.91,ok,200
21,1781549914.449,130.86,ok,200
21,1781549914.591,97.16,ok,200
21,1781549914.734,56.67,ok,200
21,1781549914.877,106.93,ok,200
21,1781549915.020,69.98,ok,200
21,1781549915.163,121.40,ok,200
22,1781549915.308,80.99,ok,200
22,1781549915.475,107.97,ok,200
22,1781549915.642,47.97,ok,200
22,1781549915.809,74.46,ok,200
22,1781549915.975,115.77,ok,200
22,1781549916.142,51.50,ok,200
23,1781549916.310,73.46,ok,200
23,1781549916.454,119.57,ok,200
23,1781549916.597,89.88,ok,200
23,1781549916.740,52.49,ok,200
23,1781549916.883,102.51,ok,200
23,1781549917.025,67.36,ok,200
23,1781549917.168,111.79,ok,200
24,1781549917.309,78.68,ok,200
24,1781549917.510,78.06,ok,200
24,1781549917.710,76.45,ok,200
24,1781549917.910,76.83,ok,200
24,1781549918.111,76.24,ok,200
25,1781549918.313,70.50,ok,200
25,1781549918.457,128.34,ok,200
25,1781549918.599,90.60,ok,200
25,1781549918.742,54.56,ok,200
25,1781549918.885,99.72,ok,200
25,1781549919.028,62.22,ok,200
25,1781549919.170,119.63,ok,200
26,1781549919.311,80.37,ok,200
26,1781549919.436,58.89,ok,200
26,1781549919.562,120.16,ok,200
26,1781549919.686,102.37,ok,200
26,1781549919.812,81.77,ok,200
26,1781549919.936,141.67,ok,200
26,1781549920.061,126.43,ok,200
26,1781549920.187,102.57,ok,200
27,1781549920.312,81.46,ok,200
27,1781549920.414,168.82,ok,200
27,1781549920.514,173.83,ok,200
27,1781549920.614,178.81,ok,200
27,1781549920.714,183.28,ok,200
27,1781549920.814,271.38,ok,200
27,1781549920.914,276.11,ok,200
27,1781549921.013,281.26,ok,200
27,1781549921.113,369.11,ok,200
27,1781549921.214,375.12,ok,200
28,1781549921.601,90.05,ok,200
28,1781549921.745,50.60,ok,200
28,1781549921.888,97.39,ok,200
28,1781549922.030,60.75,ok,200
28,1781549922.173,111.17,ok,200
28,1781549922.316,72.54,ok,200
28,1781549922.459,120.72,ok,200
29,1781549922.605,80.49,ok,200
29,1781549922.806,78.38,ok,200
29,1781549923.006,80.64,ok,200
29,1781549923.206,77.55,ok,200
29,1781549923.406,78.66,ok,200
30,1781549923.609,170.39,ok,200
30,1781549923.735,149.91,ok,200
30,1781549923.860,134.05,ok,200
30,1781549923.985,186.25,ok,200
30,1781549924.110,172.16,ok,200
30,1781549924.235,152.38,ok,200
30,1781549924.360,210.30,ok,200
30,1781549924.485,194.15,ok,200
31,1781549924.691,96.16,ok,200
31,1781549924.835,55.68,ok,200
31,1781549924.978,105.77,ok,200
31,1781549925.120,70.63,ok,200
31,1781549925.263,123.62,ok,200
31,1781549925.406,82.77,ok,200
31,1781549925.549,45.79,ok,200
32,1781549925.697,84.47,ok,200
32,1781549925.823,64.65,ok,200
32,1781549925.948,45.20,ok,200
32,1781549926.073,114.77,ok,200
32,1781549926.198,92.44,ok,200
32,1781549926.322,71.94,ok,200
32,1781549926.448,132.69,ok,200
32,1781549926.574,113.86,ok,200
33,1781549926.701,91.50,ok,200
33,1781549926.869,116.34,ok,200
33,1781549927.036,58.12,ok,200
33,1781549927.202,82.56,ok,200
33,1781549927.369,113.88,ok,200
33,1781549927.536,56.24,ok,200
34,1781549927.706,77.58,ok,200
34,1781549927.832,57.21,ok,200
34,1781549927.957,115.56,ok,200
34,1781549928.082,100.69,ok,200
34,1781549928.207,85.19,ok,200
34,1781549928.332,62.28,ok,200
34,1781549928.457,123.47,ok,200
34,1781549928.582,106.51,ok,200
35,1781549928.702,90.25,ok,200
35,1781549928.870,112.12,ok,200
35,1781549929.037,53.15,ok,200
35,1781549929.203,84.27,ok,200
35,1781549929.370,112.88,ok,200
35,1781549929.537,52.97,ok,200
36,1781549929.709,76.23,ok,200
36,1781549929.853,122.56,ok,200
36,1781549929.995,87.86,ok,200
36,1781549930.138,51.37,ok,200
36,1781549930.281,102.43,ok,200
36,1781549930.423,65.44,ok,200
36,1781549930.567,115.09,ok,200
37,1781549930.701,89.41,ok,200
37,1781549930.827,65.65,ok,200
37,1781549930.951,128.65,ok,200
37,1781549931.077,109.54,ok,200
37,1781549931.202,89.13,ok,200
37,1781549931.327,69.44,ok,200
37,1781549931.452,128.84,ok,200
37,1781549931.577,112.21,ok,200
38,1781549931.703,90.08,ok,200
38,1781549931.870,118.94,ok,200
38,1781549932.036,152.71,ok,200
38,1781549932.203,89.56,ok,200
38,1781549932.371,112.11,ok,200
38,1781549932.536,54.43,ok,200
39,1781549932.708,74.70,ok,200
39,1781549932.834,54.67,ok,200
39,1781549932.959,33.77,ok,200
39,1781549933.084,102.68,ok,200
39,1781549933.209,84.22,ok,200
39,1781549933.334,59.55,ok,200
39,1781549933.459,122.90,ok,200
39,1781549933.584,102.28,ok,200
40,1781549933.703,91.25,ok,200
40,1781549933.847,132.22,ok,200
40,1781549933.989,97.34,ok,200
40,1781549934.132,58.58,ok,200
40,1781549934.275,108.66,ok,200
40,1781549934.418,161.58,ok,200
40,1781549934.561,126.40,ok,200
41,1781549934.705,85.27,ok,200
41,1781549934.849,140.43,ok,200
41,1781549934.991,107.86,ok,200
41,1781549935.134,149.30,ok,200
41,1781549935.277,111.63,ok,200
41,1781549935.420,72.77,ok,200
41,1781549935.563,115.71,ok,200
42,1781549935.706,164.48,ok,200
42,1781549935.873,113.20,ok,200
42,1781549936.040,51.49,ok,200
42,1781549936.207,172.21,ok,200
42,1781549936.373,112.28,ok,200
42,1781549936.540,51.05,ok,200
43,1781549936.713,72.96,ok,200
43,1781549936.881,104.00,ok,200
43,1781549937.048,121.29,ok,200
43,1781549937.214,69.83,ok,200
43,1781549937.381,106.72,ok,200
43,1781549937.547,48.42,ok,200
44,1781549937.711,72.61,ok,200
44,1781549937.878,109.72,ok,200
44,1781549938.045,47.04,ok,200
44,1781549938.211,72.43,ok,200
44,1781549938.378,103.69,ok,200
44,1781549938.545,42.75,ok,200
45,1781549938.712,72.85,ok,200
45,1781549938.856,116.51,ok,200
45,1781549938.999,83.40,ok,200
45,1781549939.142,46.93,ok,200
45,1781549939.285,99.45,ok,200
45,1781549939.427,63.62,ok,200
45,1781549939.570,112.60,ok,200
46,1781549939.708,79.96,ok,200
46,1781549939.834,58.09,ok,200
46,1781549939.959,122.02,ok,200
46,1781549940.083,105.73,ok,200
46,1781549940.209,81.36,ok,200
46,1781549940.333,68.89,ok,200
46,1781549940.459,123.98,ok,200
46,1781549940.583,104.86,ok,200
47,1781549940.709,165.61,ok,200
47,1781549940.875,106.57,ok,200
47,1781549941.043,46.82,ok,200
47,1781549941.209,77.51,ok,200
47,1781549941.376,110.61,ok,200
47,1781549941.543,49.33,ok,200
48,1781549941.715,71.04,ok,200
48,1781549941.883,101.81,ok,200
48,1781549942.049,118.15,ok,200
48,1781549942.216,70.69,ok,200
48,1781549942.383,104.39,ok,200
48,1781549942.549,123.61,ok,200
49,1781549942.713,69.65,ok,200
49,1781549942.881,103.28,ok,200
49,1781549943.047,127.21,ok,200
49,1781549943.214,71.67,ok,200
49,1781549943.381,104.48,ok,200
49,1781549943.547,122.17,ok,200
50,1781549943.716,69.44,ok,200
50,1781549943.884,107.30,ok,200
50,1781549944.050,119.25,ok,200
50,1781549944.217,67.70,ok,200
50,1781549944.384,100.21,ok,200
50,1781549944.551,129.15,ok,200
51,1781549944.714,69.83,ok,200
51,1781549944.915,70.62,ok,200
51,1781549945.115,70.83,ok,200
51,1781549945.315,69.95,ok,200
51,1781549945.515,71.27,ok,200
52,1781549945.724,58.06,ok,200
52,1781549945.868,114.03,ok,200
52,1781549946.011,79.11,ok,200
52,1781549946.154,131.97,ok,200
52,1781549946.297,92.93,ok,200
52,1781549946.439,56.99,ok,200
52,1781549946.582,102.46,ok,200
53,1781549946.715,74.24,ok,200
53,1781549946.859,113.37,ok,200
53,1781549947.002,82.03,ok,200
53,1781549947.145,43.68,ok,200
53,1781549947.288,95.13,ok,200
53,1781549947.431,57.83,ok,200
53,1781549947.574,109.12,ok,200
54,1781549947.712,78.99,ok,200
54,1781549947.856,117.40,ok,200
54,1781549947.998,87.91,ok,200
54,1781549948.142,51.60,ok,200
54,1781549948.284,100.64,ok,200
54,1781549948.427,64.24,ok,200
54,1781549948.570,113.60,ok,200
55,1781549948.712,77.60,ok,200
55,1781549948.838,55.96,ok,200
55,1781549948.962,116.72,ok,200
55,1781549949.088,99.05,ok,200
55,1781549949.213,77.37,ok,200
55,1781549949.338,128.92,ok,200
55,1781549949.463,120.91,ok,200
55,1781549949.588,100.17,ok,200
56,1781549949.718,75.40,ok,200
56,1781549949.844,142.61,ok,200
56,1781549949.969,120.04,ok,200
56,1781549950.093,103.87,ok,200
56,1781549950.219,162.58,ok,200
56,1781549950.344,143.49,ok,200
56,1781549950.469,123.11,ok,200
56,1781549950.593,188.04,ok,200
57,1781549950.795,96.88,ok,200
57,1781549950.921,161.89,ok,200
57,1781549951.046,143.93,ok,200
57,1781549951.171,211.91,ok,200
57,1781549951.296,194.69,ok,200
57,1781549951.421,173.57,ok,200
57,1781549951.546,242.79,ok,200
57,1781549951.671,233.02,ok,200
58,1781549951.919,171.40,ok,200
58,1781549952.087,195.33,ok,200
58,1781549952.253,140.75,ok,200
58,1781549952.420,77.22,ok,200
58,1781549952.587,102.37,ok,200
58,1781549952.753,118.43,ok,200
59,1781549952.922,64.99,ok,200
59,1781549953.123,69.66,ok,200
59,1781549953.323,66.75,ok,200
59,1781549953.523,67.80,ok,200
59,1781549953.723,69.41,ok,200
60,1781549953.930,59.67,ok,200
60,1781549954.042,138.66,ok,200
60,1781549954.153,139.14,ok,200
60,1781549954.263,214.45,ok,200
60,1781549954.374,217.31,ok,200
60,1781549954.486,294.78,ok,200
60,1781549954.597,293.97,ok,200
60,1781549954.709,371.67,ok,200
60,1781549954.820,373.86,ok,200
61,1781549955.209,172.02,ok,200
61,1781549955.377,115.64,ok,200
61,1781549955.544,125.10,ok,200
61,1781549955.710,179.36,ok,200
61,1781549955.877,203.57,ok,200
61,1781549956.043,151.74,ok,200
62,1781549956.210,175.19,ok,200
62,1781549956.353,137.37,ok,200
62,1781549956.496,185.49,ok,200
62,1781549956.640,151.63,ok,200
62,1781549956.782,210.17,ok,200
62,1781549956.926,258.36,ok,200
62,1781549957.068,225.12,ok,200
63,1781549957.305,175.43,ok,200
63,1781549957.473,120.16,ok,200
63,1781549957.640,143.61,ok,200
63,1781549957.807,87.91,ok,200
63,1781549957.973,120.71,ok,200
63,1781549958.140,141.52,ok,200
64,1781549958.313,74.08,ok,200
64,1781549958.457,118.21,ok,200
64,1781549958.599,89.30,ok,200
64,1781549958.742,129.46,ok,200
64,1781549958.885,102.96,ok,200
64,1781549959.028,146.22,ok,200
64,1781549959.170,120.82,ok,200
65,1781549959.306,176.21,ok,200
65,1781549959.449,141.92,ok,200
65,1781549959.592,177.06,ok,200
65,1781549959.736,153.22,ok,200
65,1781549959.879,191.89,ok,200
65,1781549960.022,168.71,ok,200
65,1781549960.165,217.36,ok,200
66,1781549960.403,86.87,ok,200
66,1781549960.570,123.37,ok,200
66,1781549960.736,145.24,ok,200
66,1781549960.903,90.68,ok,200
66,1781549961.070,123.10,ok,200
66,1781549961.237,148.12,ok,200
67,1781549961.401,91.77,ok,200
67,1781549961.527,153.21,ok,200
67,1781549961.652,141.03,ok,200
67,1781549961.777,206.94,ok,200
67,1781549961.902,193.38,ok,200
67,1781549962.027,264.36,ok,200
67,1781549962.152,246.90,ok,200
67,1781549962.277,309.67,ok,200
68,1781549962.602,94.26,ok,200
68,1781549962.729,152.31,ok,200
68,1781549962.853,135.10,ok,200
68,1781549962.978,117.04,ok,200
68,1781549963.103,189.45,ok,200
68,1781549963.229,251.89,ok,200
68,1781549963.353,238.24,ok,200
68,1781549963.479,218.37,ok,200
69,1781549963.712,175.99,ok,200
69,1781549963.838,157.29,ok,200
69,1781549963.963,227.90,ok,200
69,1781549964.088,209.07,ok,200
69,1781549964.213,276.41,ok,200
69,1781549964.338,256.25,ok,200
69,1781549964.463,325.64,ok,200
69,1781549964.588,306.53,ok,200
70,1781549964.909,179.73,ok,200
70,1781549965.110,85.36,ok,200
70,1781549965.310,83.03,ok,200
70,1781549965.510,81.60,ok,200
70,1781549965.710,79.91,ok,200
71,1781549965.915,74.14,ok,200
71,1781549966.041,52.90,ok,200
71,1781549966.166,115.85,ok,200
71,1781549966.290,101.87,ok,200
71,1781549966.416,163.80,ok,200
71,1781549966.541,147.71,ok,200
71,1781549966.666,217.34,ok,200
71,1781549966.790,203.87,ok,200
72,1781549967.009,174.25,ok,200
72,1781549967.135,155.41,ok,200
72,1781549967.259,212.49,ok,200
72,1781549967.385,204.30,ok,200
72,1781549967.510,269.78,ok,200
72,1781549967.635,259.89,ok,200
72,1781549967.760,325.08,ok,200
72,1781549967.885,310.55,ok,200
73,1781549968.208,175.55,ok,200
73,1781549968.352,138.50,ok,200
73,1781549968.494,102.30,ok,200
73,1781549968.637,155.81,ok,200
73,1781549968.780,117.92,ok,200
73,1781549968.923,168.13,ok,200
73,1781549969.066,219.07,ok,200
74,1781549969.302,165.01,ok,200
74,1781549969.469,118.61,ok,200
74,1781549969.636,57.66,ok,200
74,1781549969.802,89.13,ok,200
74,1781549969.970,122.32,ok,200
74,1781549970.136,146.75,ok,200
75,1781549970.305,86.48,ok,200
75,1781549970.506,83.97,ok,200
75,1781549970.705,84.40,ok,200
75,1781549970.906,84.78,ok,200
75,1781549971.106,87.43,ok,200
76,1781549971.309,80.59,ok,200
76,1781549971.434,61.62,ok,200
76,1781549971.560,127.81,ok,200
76,1781549971.685,183.64,ok,200
76,1781549971.810,178.56,ok,200
76,1781549971.935,249.13,ok,200
76,1781549972.060,235.47,ok,200
76,1781549972.184,302.32,ok,200
77,1781549972.502,90.82,ok,200
77,1781549972.669,123.38,ok,200
77,1781549972.837,132.45,ok,200
77,1781549973.004,88.05,ok,200
77,1781549973.170,122.00,ok,200
77,1781549973.337,142.51,ok,200
78,1781549973.500,87.74,ok,200
78,1781549973.750,139.17,ok,200
78,1781549974.001,92.65,ok,200
78,1781549974.251,139.64,ok,200
79,1781549974.510,79.82,ok,200
79,1781549974.711,82.71,ok,200
79,1781549974.910,79.17,ok,200
79,1781549975.111,79.62,ok,200
79,1781549975.310,82.30,ok,200
80,1781549975.503,85.58,ok,200
80,1781549975.647,129.25,ok,200
80,1781549975.789,96.00,ok,200
80,1781549975.933,56.11,ok,200
80,1781549976.075,114.89,ok,200
80,1781549976.219,150.09,ok,200
80,1781549976.362,130.85,ok,200
81,1781549976.508,172.49,ok,200
81,1781549976.676,118.89,ok,200
81,1781549976.842,137.44,ok,200
81,1781549977.009,84.14,ok,200
81,1781549977.175,114.23,ok,200
81,1781549977.342,148.84,ok,200
82,1781549977.506,91.41,ok,200
82,1781549977.674,117.73,ok,200
82,1781549977.840,130.58,ok,200
82,1781549978.007,83.63,ok,200
82,1781549978.174,119.39,ok,200
82,1781549978.341,56.53,ok,200
83,1781549978.510,75.60,ok,200
83,1781549978.653,121.82,ok,200
83,1781549978.796,93.22,ok,200
83,1781549978.939,132.04,ok,200
83,1781549979.082,109.11,ok,200
83,1781549979.225,157.87,ok,200
83,1781549979.368,123.52,ok,200
84,1781549979.510,159.85,ok,200
84,1781549979.677,111.68,ok,200
84,1781549979.843,129.16,ok,200
84,1781549980.011,177.09,ok,200
84,1781549980.177,206.41,ok,200
84,1781549980.344,148.18,ok,200
85,1781549980.510,159.08,ok,200
85,1781549980.653,139.87,ok,200
85,1781549980.796,185.04,ok,200
85,1781549980.940,151.54,ok,200
85,1781549981.083,204.57,ok,200
85,1781549981.226,178.46,ok,200
85,1781549981.368,219.96,ok,200
86,1781549981.600,94.59,ok,200
86,1781549981.801,90.86,ok,200
86,1781549982.001,84.86,ok,200
86,1781549982.201,88.30,ok,200
86,1781549982.401,87.04,ok,200
87,1781549982.610,72.76,ok,200
87,1781549982.778,107.33,ok,200
87,1781549982.945,45.96,ok,200
87,1781549983.111,76.10,ok,200
87,1781549983.278,110.49,ok,200
87,1781549983.445,138.06,ok,200
88,1781549983.599,90.82,ok,200
88,1781549983.767,119.41,ok,200
88,1781549983.934,149.67,ok,200
88,1781549984.101,89.72,ok,200
88,1781549984.267,117.36,ok,200
88,1781549984.434,54.32,ok,200
89,1781549984.609,73.36,ok,200
89,1781549984.776,108.65,ok,200
89,1781549984.943,48.47,ok,200
89,1781549985.110,74.47,ok,200
89,1781549985.276,112.75,ok,200
89,1781549985.443,47.72,ok,200
90,1781549985.608,78.45,ok,200
90,1781549985.776,113.39,ok,200
90,1781549985.942,49.16,ok,200
90,1781549986.110,78.58,ok,200
90,1781549986.276,112.54,ok,200
90,1781549986.443,127.22,ok,200
91,1781549986.609,73.10,ok,200
91,1781549986.735,151.28,ok,200
91,1781549986.860,133.89,ok,200
91,1781549986.985,113.35,ok,200
91,1781549987.110,174.39,ok,200
91,1781549987.235,153.75,ok,200
91,1781549987.360,133.62,ok,200
91,1781549987.485,193.84,ok,200
92,1781549987.691,96.82,ok,200
92,1781549987.859,119.32,ok,200
92,1781549988.025,60.82,ok,200
92,1781549988.192,93.25,ok,200
92,1781549988.359,121.11,ok,200
92,1781549988.526,60.58,ok,200
93,1781549988.698,84.34,ok,200
93,1781549988.842,45.54,ok,200
93,1781549988.985,99.11,ok,200
93,1781549989.128,60.87,ok,200
93,1781549989.270,115.43,ok,200
93,1781549989.414,74.20,ok,200
93,1781549989.556,114.66,ok,200
94,1781549989.690,92.18,ok,200
94,1781549989.834,53.81,ok,200
94,1781549989.977,108.04,ok,200
94,1781549990.120,68.62,ok,200
94,1781549990.262,117.67,ok,200
94,1781549990.405,82.36,ok,200
94,1781549990.548,118.44,ok,200
95,1781549990.698,86.04,ok,200
95,1781549990.824,64.04,ok,200
95,1781549990.949,137.93,ok,200
95,1781549991.074,116.23,ok,200
95,1781549991.199,99.41,ok,200
95,1781549991.324,162.06,ok,200
95,1781549991.449,141.92,ok,200
95,1781549991.574,121.35,ok,200
96,1781549991.704,174.70,ok,200
96,1781549991.871,113.60,ok,200
96,1781549992.038,53.70,ok,200
96,1781549992.205,81.37,ok,200
96,1781549992.371,115.76,ok,200
96,1781549992.538,54.54,ok,200
97,1781549992.714,68.32,ok,200
97,1781549992.881,102.65,ok,200
97,1781549993.048,121.58,ok,200
97,1781549993.215,71.93,ok,200
97,1781549993.381,103.34,ok,200
97,1781549993.548,121.64,ok,200
98,1781549993.715,70.02,ok,200
98,1781549993.916,71.15,ok,200
98,1781549994.115,72.17,ok,200
98,1781549994.315,72.79,ok,200
98,1781549994.515,70.10,ok,200
99,1781549994.718,66.21,ok,200
99,1781549994.862,123.27,ok,200
99,1781549995.005,86.56,ok,200
99,1781549995.148,121.42,ok,200
99,1781549995.291,91.70,ok,200
99,1781549995.433,55.13,ok,200
99,1781549995.577,105.58,ok,200
100,1781549995.712,77.10,ok,200
100,1781549995.856,112.27,ok,200
100,1781549995.999,84.86,ok,200
100,1781549996.142,49.39,ok,200
100,1781549996.284,100.98,ok,200
100,1781549996.427,61.69,ok,200
100,1781549996.570,114.72,ok,200
101,1781549996.712,77.68,ok,200
101,1781549996.856,111.00,ok,200
101,1781549996.999,83.64,ok,200
101,1781549997.142,47.03,ok,200
101,1781549997.285,97.57,ok,200
101,1781549997.428,62.26,ok,200
101,1781549997.571,120.40,ok,200
102,1781549997.716,91.00,ok,200
102,1781549997.842,148.37,ok,200
102,1781549997.967,137.52,ok,200
102,1781549998.092,198.07,ok,200
102,1781549998.217,183.96,ok,200
102,1781549998.342,241.65,ok,200
102,1781549998.467,226.07,ok,200
102,1781549998.592,291.59,ok,200
103,1781549998.901,94.33,ok,200
103,1781549999.027,159.10,ok,200
103,1781549999.152,142.25,ok,200
103,1781549999.277,203.37,ok,200
103,1781549999.402,188.64,ok,200
103,1781549999.527,175.01,ok,200
103,1781549999.652,242.82,ok,200
103,1781549999.777,309.51,ok,200
104,1781550000.104,91.58,ok,200
104,1781550000.248,135.58,ok,200
104,1781550000.391,101.86,ok,200
104,1781550000.534,145.90,ok,200
104,1781550000.677,115.13,ok,200
104,1781550000.819,165.57,ok,200
104,1781550000.962,133.29,ok,200
105,1781550001.111,181.22,ok,200
105,1781550001.312,157.60,ok,200
105,1781550001.512,78.73,ok,200
105,1781550001.712,82.54,ok,200
105,1781550001.912,81.56,ok,200
106,1781550002.112,79.31,ok,200
106,1781550002.255,124.09,ok,200
106,1781550002.399,91.48,ok,200
106,1781550002.541,141.02,ok,200
106,1781550002.684,115.86,ok,200
106,1781550002.827,153.14,ok,200
106,1781550002.970,121.00,ok,200
107,1781550003.114,165.85,ok,200
107,1781550003.281,118.05,ok,200
107,1781550003.448,135.11,ok,200
107,1781550003.615,78.86,ok,200
107,1781550003.782,107.48,ok,200
107,1781550003.949,130.62,ok,200
108,1781550004.117,73.08,ok,200
108,1781550004.285,106.15,ok,200
108,1781550004.452,127.35,ok,200
108,1781550004.618,75.26,ok,200
108,1781550004.785,105.04,ok,200
108,1781550004.952,127.05,ok,200
109,1781550005.115,74.41,ok,200
109,1781550005.282,107.80,ok,200
109,1781550005.449,128.24,ok,200
109,1781550005.615,73.39,ok,200
109,1781550005.783,109.41,ok,200
109,1781550005.949,130.72,ok,200
110,1781550006.118,71.66,ok,200
110,1781550006.286,104.65,ok,200
110,1781550006.452,129.37,ok,200
110,1781550006.619,73.97,ok,200
110,1781550006.786,106.13,ok,200
110,1781550006.952,134.26,ok,200
111,1781550007.115,79.09,ok,200
111,1781550007.241,145.44,ok,200
111,1781550007.366,129.16,ok,200
111,1781550007.490,196.83,ok,200
111,1781550007.616,178.46,ok,200
111,1781550007.741,245.64,ok,200
111,1781550007.866,235.66,ok,200
111,1781550007.990,300.21,ok,200
112,1781550008.305,162.05,ok,200
112,1781550008.449,139.27,ok,200
112,1781550008.591,102.94,ok,200
112,1781550008.735,152.03,ok,200
112,1781550008.878,190.92,ok,200
112,1781550009.020,166.52,ok,200
112,1781550009.164,217.95,ok,200
113,1781550009.401,87.05,ok,200
113,1781550009.544,50.75,ok,200
113,1781550009.688,102.80,ok,200
113,1781550009.830,67.89,ok,200
